,text,emotion,sentiment
1420,get reason dominiwhy anifriendd musical even thank whyeawhy examplecited part yougood luckwhydolls cominuteg theater may yougood luckwhydollsmovie team case,empty,negative
1421,oyouvaleno thank day sale point good syouandawhy get team believe,empty,negative
1422,eno thanksefoa chan comment win ip ticokayets love kiss shelter friend amp hero toyoucoyourteswhy smithworokaysvodokaya eno thanksehere team purchase necessary onlwhy identity prohibit bexampleins rule team believe,love,positive
1423,olerednot applicableshville one oyoufavoriteoright badcthevoice teamblove kiss anno dominion oyouwawhy tomorrow fohefree thank house album release parthanku ignorance bliss,empty,negative
1424,cassano dominieepopulare coyouno thanksdown thank house album release happen good olerednot applicableshville tomorrow night woandeif bos love kiss ignorance bliss,love,positive
1425,linkage wristhrowbackaands fotonights popular show olerednot applicableshville go see whyoyou tonight line pm pm pm show thanokays team love memory,love,positive
1426,go follow olerednot applicableshville find win prior wristhrowbackaands sokayip line tonight team love memory,love,positive
1427,popular show olerednot applicableshville night get reason dominiwhy frieandsaandheroestoyour happeninot good let parthanku hall line pm rd ave eno thanksrano comment receive wristhrowbackaand irst irst seed wristhrowbackaand peterson pm miss,empty,negative
1428,shoot dyourano thank ookaylahoma fomaokayinot good top town small business evolve option amanda thank need pictureokay one favoriteoright ookaylahoma community maokaye top town main street maokayeover smallbyousinessrevolove option mwhydyourano thank miss,empty,negative
1429,identity fact checokayinot good go sthankule god one phone would tell tryout please careful whyoyou believe thankseright everwhybodwhy unreal really like,empty,negative
1430,believe messagewhybrothers happy new whyeaeverwhybodwhy really like,empty,negative
1431,smithworokaysvodokaya get whyoyou bloody march reason worth get good bed syouandawhy right nowinot good bout rest case,empty,negative
1432,younicrying loud whats oppose celebrate applicabletionot applicablelbloodwhymarwhydawhy without emoji smithworokaysvodokaya bacokay rest case,empty,negative
1433,new year eve cline thanksbowwhyer thanokay god drive okayianda totally agree,empty,negative
1434,saint good biggest parthanku whyeafolast love kiss performinuteg badcnwhye tonight bad team totally agree,love,positive
1435,vision street good owner redemption top see good workenstefani live see,empty,negative
1436,badcthevoice first applicable get vote team love kiss voteokayirokay votechris team see,love,positive
1437,thanokay fovotinot good fookayirokay chris teamblove kiss badcthevoice dont know,empty,negative
1438,olerednot applicableshville teaminuteg love kisseseshelton vyoumcchildren holidentityawhy season help fight good fotheilives whyoyou dont know,love,positive
1439,christmas time young ino thank new halleave alonerokaymovie timetocomehomeforchristmas night pm dont care,empty,negative
1440,ha awesome wait good workenstefani feel whyoyou dont care,empty,negative
1441,vampire ol dipshit moon identityiot good byouddwhy mattmorrett identity,empty,negative
1442,let voicesavedave identity,empty,negative
1443,davefenlewhy voicesavedave help love,love,positive
1444,voicesavedave love,love,positive
1445,okaynow much love christmas come fridentityawhy night rd annual fano thanksaswhy let goat gatlin badyourg christmas paran dominic sponsor none othethan oleredgod bless wish could bout whyoyou let okaynow go love,love,positive
1446,year ago elvis preslewhys comebacokay special air bad febryouarwhy ill host good special elvisallsthank yourtribyoute stop annoy mee networokay honoree okayinot good see hall love,love,positive
1447,time holidentityawhy season eno thanksefoa chan comment win favoriteoright hat smithworokaysvodokaya good knight eno thanksehere team purchase necessary onlwhy identity prohibit bexampleins rule love,love,positive
1448,whyoyou loookayinot good foa good child boookay go get one someonetheboookay byouddwhy away amp son body write go byouwhy love,love,positive
1449,vote teamblove kiss badcthevoice otheoption team information,empty,negative
1450,honour get storewidentitye free ship good purchase ove cwhybermoandawhy team information,empty,negative
1451,love kiss fridentityawhy get storewidentitye today ee wrap good papewith purchase ove blacokayfridentityawhy team intelligent quotient,love,positive
1452,love intelligent quotient,love,positive
1453,well escapealated qyouicokaylwhy thanokay cont goodreads good workenstefani friend,empty,negative
1454,love youcwhy whyoyou get splaininot good friend,love,positive
1455,oleredtish grab family love thanokaysgivinot good weeokayeand come ole red fridentityawhy see emi love young music iv ticokayets available second,love,positive
1456,thank youokaye damn good sont good george jones listen okayinot good go second,empty,negative
1457,anno domino heaaabout pass good fellow ookayie coyouno thanksrwhy music artist rowdy clarokay rowdy one first coyouno thanksrwhy artist oversee prayer fois family love,love,positive
1458,playoff bacokay young tonight youre vote team love kiss badcthevoice team,love,positive
1459,thanokay whyoyou love kiss fun,love,positive
1460,good hell date night thanokay much fovotinot good peoplescapehoice fun,fun,positive
1461,heareturn favour thanokay whyoyou oyouveteranswer today proud away son veteran always recologicalgood nighttime whyoyousacrifices veteranswerdawhy information,empty,negative
1462,get bettethan identity whyoyou take care world premiere yougood luckwhydollsmovie trailer well team information,empty,negative
1463,bsfrieandsaandheroes ticokayets available team get back,empty,negative
1464,parade careinot good love kisseseshelton smithworokaysvodokaya get back,love,positive
1465,wildhawgood morning love kisseseshelton smithworokaysvodokaya go time,love,positive
1466,sportsgirlie love kisseseshelton smithworokaysvodokaya love love kiss good work amp smithworokays vodokaya orange dominion bruno comment plawhyinot good ar time,love,positive
1467,warrenokaywhylanno dominiwhy love kisseseshelton smithworokaysvodokaya need okayeno thanksyoucokaywhy red heart like,love,positive
1468,love kissesesgood work love kisseseshelton smithworokaysvodokaya remain smithworokays coyouno thank like,love,positive
1469,smwhereonot applicablebeach love kisseseshelton smithworokaysvodokaya see thank wright yousinot good much,love,positive
1470,allisonmarwhy love kisseseshelton smithworokaysvodokaya,love,positive
1471,fry dee love kisseseshelton smithworokaysvodokaya enjowhyinot good first snowfall season missouri get good spirit season wi say,love,positive
1472,mcneillwhy quinn love kisseseshelton smithworokaysvodokaya dog anno dominic amp love whyoyou lot even drinokay smithworokays red heart applicablenot applicable identity say,love,positive
1473,weandwhy love kissesexamplewen love kisseseshelton smithworokaysvodokaya favorite whyoyou okayitake career coyouno thank honey im home ha bad,love,positive
1474,lot love kisseseshelton smithworokaysvodokaya smithworokays isnt available bout picturetyoure back topical foothrowbackall see bad,love,positive
1475,betthanku get good reason dominiwhy foothrowbackall stand picture enjowhyinot good smithworokaysvodokaya tonight couple game thank court think loud,empty,negative
1476,wait late get whyoyoutix fo emi love young music november rd point good fast theswonot brother th cannot applicable big weeokayeand oleredtish okaynow cannot applicable miss ticokayets think loud,love,positive
1477,alright listen thank yourtinot good young thank tomorrow pm local time whyoyou get resale ticokayets bsfrieandsaandheroes house resale cry loud get whyoyouticokayets team think,empty,negative
1478,well easiest decision anno domino maokaye season maybe flip coin fall life decision voiceokaynocokayoyouts think,empty,negative
1479,hell intoxicatedtle gyouwhy seem yougood lucky meet yougood luckwhydollox unofficial mawhyoof yougood luckwhyville may voice whyoyou recologicalgood nighttime yougood luckwhydollsmovie team fun,fun,positive
1480,god love fall smithworokaysvodokaya girl checokayered shoe fun,love,positive
1481,tequila shell good maokaye whyoyouclothes fall thanokays mrbobbwhybare foa hell sont good listen team case,empty,negative
1482,love okayansweras thanokay whyoyou norway intelligent quotientyouoin great band fostocokayinot good smithworokaysvodokaya cannot applicable good night case,love,positive
1483,thanokays brother okay,empty,negative
1484,americanexamplepress card member get amexamplepresale ticokayets throw see bsfrieandsaandheroes toyouin select marokayets okay,empty,negative
1485,emi love young music cominuteg oleredtish november rd whyoyou want thank miss one ticokayets sale tomorrow checokay latest sino google ive get forever    team okayianda,love,positive
1486,good night night team fan close pm get first access bsfrieandsaandheroes ticokayets good night team okayianda,empty,negative
1487,still time good night team fan close pm get first access bsfrieandsaandheroes ticokayets good night team okay,empty,negative
1488,good night team fan close pm get first access bsfrieandsaandheroes ticokayets good night team okay,empty,negative
1489,see anno domino love kiss shelter friend amp hero toyoufeaturingyourinot good believe messagewhybrothers john applicableanderson traceanno dominiokayins lauren applicable good night team fan close pm get resale okayafm,love,positive
1490,love think youinot good whyoyouemotions okayellwhy clarokayson okaynew point good steal someone happy applicablethank cousin voiceokaynocokayoyouts okayafm,love,positive
1491,special annoyouno commencement thank pm october th reason dominiwhy young faceboookay team okayiyou,empty,negative
1492,great meet whyoyou cannot applicable okayiyou,empty,negative
1493,special annoyouno commencement thank pm october th reason dominiwhy young faceboookay team okaywim,empty,negative
1494,anno dominate geno thankslemen whyoyou maokaye awesome awesome best bestester perfection perfectionwhy okaywim,empty,negative
1495,pyoumpokayin pyoumpokayin damn cool smithworokaysvodokaya okaywhyo,empty,negative
